Year,State,District,Water Level
2023-24,Punjab,Kapurthala,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,S.A.S Nagar,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Gurdaspur,5 to 10 Post Monsoon (in mbgl)
2023-24,Punjab,Faridkot,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Rupnagar,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Mansa,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Moga,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Hoshiarpur,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Bathinda,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Ferozepur,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Fatehgarh Sahib,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Sri Muktsar Sahib,2 to 5 Post Monsoon (in mbgl)
2023-24,Punjab,Ludhiana,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Shahid Bhagat Singh Nagar,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Tarn Taran,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Sangrur,>40 Post Monsoon (in mbgl)
2023-24,Punjab,Barnala,>40 Post Monsoon (in mbgl)
2023-24,Punjab,Pathankot,2 to 5 Post Monsoon (in mbgl)
2023-24,Punjab,Jalandhar,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Patiala,20 to 40 Post Monsoon (in mbgl)
2023-24,Punjab,Amritsar,10 to 20 Post Monsoon (in mbgl)
2023-24,Punjab,Fazilka,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Sawai Madhopur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Bundi,2 to 5 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Sikar,>40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Dholpur,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Bikaner,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Chittorgarh,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Pratapgarh,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Dungarpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Jalore,>40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Mahi Banswara,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Jhunjhunu,>40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Jodhpur,>40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Rajsamand,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Banswara,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Pali,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Nagaur,20 to 40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Jaisalmer,20 to 40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Ganganagar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Baran,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Udaipur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Bhilwara,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Churu,20 to 40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Tonk,2 to 5 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Hanumangarh,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Karauli,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Sirohi,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Barmer,20 to 40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Kota,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Bharatpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Dausa,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Jaipur,>40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Alwar,20 to 40 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Jhalawar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Ajmer,5 to 10 Pre Monsoon (in mbgl)
2023-24,Rajasthan,Sawai Madhopur,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Bundi,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Sikar,>40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Dholpur,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Bikaner,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Chittorgarh,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Pratapgarh,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Dungarpur,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Jalore,>40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Mahi Banswara,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Jhunjhunu,>40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Jodhpur,>40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Rajsamand,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Banswara,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Pali,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Nagaur,>40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Jaisalmer,20 to 40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Ganganagar,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Baran,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Udaipur,2 to 5 Post Monsoon (in mbgl)
2023-24,Rajasthan,Bhilwara,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Churu,20 to 40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Tonk,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Hanumangarh,20 to 40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Karauli,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Sirohi,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Barmer,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Kota,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Bharatpur,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Dausa,10 to 20 Post Monsoon (in mbgl)
2023-24,Rajasthan,Jaipur,>40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Alwar,20 to 40 Post Monsoon (in mbgl)
2023-24,Rajasthan,Jhalawar,5 to 10 Post Monsoon (in mbgl)
2023-24,Rajasthan,Ajmer,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Thiruvallur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Ranipet,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Ariyalur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Karur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Krishnagiri,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Cuddalore,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Madurai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Thiruvarur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Tiruvannamalai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Erode,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Virudhunagar,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Salem,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Chengalpattu,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Tirupathur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Tiruchirappalli,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Ramanathapuram,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Kancheepuram,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Vellore,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Coimbatore,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Pudukkottai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Thoothukkudi,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Tirunelveli,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Sivaganga,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Kanniyakumari,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Perambalur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Viluppuram,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,The Nilgiris,0 to 2 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Tiruppur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Thanjavur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Nagapattinam,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Namakkal,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Chennai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Theni,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Dharmapuri,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Dindigul,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Tenkasi,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tamil Nadu,Thiruvallur,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Ranipet,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Ariyalur,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Karur,5 to 10 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Krishnagiri,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Cuddalore,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Madurai,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Thiruvarur,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Tiruvannamalai,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Erode,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Virudhunagar,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Salem,5 to 10 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Chengalpattu,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Tirupathur,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Tiruchirappalli,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Ramanathapuram,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Kancheepuram,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Vellore,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Coimbatore,5 to 10 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Pudukkottai,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Thoothukkudi,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Tirunelveli,0 to 2 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Sivaganga,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Kanniyakumari,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Perambalur,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Viluppuram,0 to 2 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,The Nilgiris,0 to 2 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Tiruppur,5 to 10 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Thanjavur,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Nagapattinam,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Namakkal,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Chennai,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Theni,5 to 10 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Dharmapuri,5 to 10 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Dindigul,2 to 5 Post Monsoon (in mbgl)
2023-24,Tamil Nadu,Tenkasi,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Sangareddy,10 to 20 Pre Monsoon (in mbgl)
2023-24,Telangana,Peddapalli,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Hyderabad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Adilabad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Mahabubabad,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Nagarkurnool,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Suryapet,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Narayanpet,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Khammam,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Nizamabad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Medak,10 to 20 Pre Monsoon (in mbgl)
2023-24,Telangana,Bhadradri Kothagudem,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Karimnagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Hanumakonda,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Wanaparthy,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Rajanna Sircilla,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Yadadri Bhuvanagiri,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Warangal Rural,N.A. Pre Monsoon (in mbgl)
2023-24,Telangana,Mahabubnagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Kamareddy,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Jagtial,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Mancherial,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Vikarabad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Nalgonda,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Jogulamba Gadwal,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Jayashankar Bhupalapally,10 to 20 Pre Monsoon (in mbgl)
2023-24,Telangana,Mulugu,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Warangal Urban,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Nirmal,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Siddipet,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Medchal Malkajgiri,10 to 20 Pre Monsoon (in mbgl)
2023-24,Telangana,Kumuram Bheem Asifabad,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Ranga Reddy,5 to 10 Pre Monsoon (in mbgl)
2023-24,Telangana,Jangaon,2 to 5 Pre Monsoon (in mbgl)
2023-24,Telangana,Sangareddy,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Peddapalli,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Hyderabad,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Adilabad,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Mahabubabad,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Nagarkurnool,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Suryapet,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Narayanpet,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Khammam,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Nizamabad,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Medak,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Bhadradri Kothagudem,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Karimnagar,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Hanumakonda,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Wanaparthy,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Rajanna Sircilla,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Yadadri Bhuvanagiri,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Warangal Rural,N.A. Post Monsoon (in mbgl)
2023-24,Telangana,Mahabubnagar,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Kamareddy,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Jagtial,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Mancherial,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Vikarabad,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Nalgonda,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Jogulamba Gadwal,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Jayashankar Bhupalapally,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Mulugu,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Warangal Urban,2 to 5 Post Monsoon (in mbgl)
2023-24,Telangana,Nirmal,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Siddipet,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Medchal Malkajgiri,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Kumuram Bheem Asifabad,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Ranga Reddy,5 to 10 Post Monsoon (in mbgl)
2023-24,Telangana,Jangaon,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,West Tripura,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,Gomati,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,North Tripura,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,Unakoti,5 to 10 Pre Monsoon (in mbgl)
2023-24,Tripura,Sepahijala,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,Khowai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,Dhalai,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,South Tripura,2 to 5 Pre Monsoon (in mbgl)
2023-24,Tripura,West Tripura,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,Gomati,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,North Tripura,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,Unakoti,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,Sepahijala,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,Khowai,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,Dhalai,2 to 5 Post Monsoon (in mbgl)
2023-24,Tripura,South Tripura,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Rampur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Hathras,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kanpur Dehat,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Azamgarh,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kaushambi,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Rae Bareli,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Jhansi,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Etah,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bijnor,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Prayagraj,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Hardoi,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Unnao,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mau,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Firozabad,20 to 40 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Ghazipur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sitapur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Gorakhpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Fatehpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Chandauli,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kasganj,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Jalaun,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Jaunpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Budaun,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Ballia,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Muzaffarnagar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Chitrakoot,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mathura,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Moradabad,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Lucknow,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Lalitpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Auraiya,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sonbhadra,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Hamirpur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Ambedkar Nagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Ayodhya,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mahrajganj,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Hapur,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Shahjahanpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Amroha,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kannauj,20 to 40 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mainpuri,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bareilly,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Banda,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mirzapur,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Saharanpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Pratapgarh,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Balrampur,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Gonda,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Ghaziabad,20 to 40 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Amethi,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bulandshahar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Agra,>40 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bhadohi,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Pilibhit,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sant Ravidas Nagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kanpur Nagar,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bara Banki,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Etawah,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Meerut,20 to 40 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kheri,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Gautam Buddha Nagar,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sultanpur,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Farrukhabad,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Baghpat,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Aligarh,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Shrawasti,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mahoba,5 to 10 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Basti,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kushinagar,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Siddharthnagar,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Varanasi,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Deoria,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bahraich,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Shamli,20 to 40 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sambhal,10 to 20 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sant Kabir Nagar,2 to 5 Pre Monsoon (in mbgl)
2023-24,Uttar Pradesh,Rampur,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Hathras,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kanpur Dehat,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Azamgarh,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Kaushambi,10 to 20 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Rae Bareli,0 to 2 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Jhansi,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Etah,5 to 10 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Bijnor,5 to 10 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Prayagraj,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Hardoi,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Unnao,5 to 10 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Mau,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Firozabad,10 to 20 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Ghazipur,5 to 10 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Sitapur,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Gorakhpur,2 to 5 Post Monsoon (in mbgl)
2023-24,Uttar Pradesh,Fatehpur,5 to 10 Post Monsoon (in mbgl)
